Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
547360,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,71038,Married,Star,2886.45,Standard,2017,3,,
773290,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,90879,Married,Star,2891.27,Standard,2014,2,,
569846,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,47990,Married,Star,2891.72,Standard,2017,12,,
763000,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,54156,Married,Star,2893.31,Standard,2017,3,2017,11
707710,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,296657,Married,Star,8886.3,2018 Promotion,2018,3,,
235229,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,27603,Single,Star,9075.77,2018 Promotion,2018,2,,
190720,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,77135,Married,Star,2893.81,Standard,2013,10,,
292516,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,70451,Married,Star,2894.33,Standard,2018,9,,
355724,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70451,Married,Star,2894.33,Standard,2018,9,,
729418,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,84603,Married,Star,2895.21,Standard,2018,9,,
467249,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,65762,Married,Star,2895.52,Standard,2017,10,,
689112,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,65762,Married,Star,2895.52,Standard,2012,5,,
415862,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,56600,Divorced,Star,2896.92,Standard,2017,3,,
316082,Canada,Ontario,Kingston,M9K 2P4,Female,College,,Single,Star,2897.49,Standard,2013,2,,
671628,Canada,Yukon,Whitehorse,Y2K 6R0,Female,College,,Single,Star,2897.78,Standard,2017,10,,
632826,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Single,Star,2898.73,Standard,2017,3,,
682571,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,56594,Divorced,Star,2899.32,Standard,2012,12,,
940200,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,76121,Married,Star,9152.49,2018 Promotion,2018,4,,
301152,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,49390,Married,Star,2902.62,Standard,2018,1,,
869672,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,9672.7,2018 Promotion,2018,4,,
150671,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,81492,Married,Star,2903.94,Standard,2015,1,2015,9
891790,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,81492,Married,Star,2903.94,Standard,2013,6,,
295510,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,64929,Married,Star,2906.89,Standard,2017,9,,
375694,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,64929,Married,Star,2906.89,Standard,2012,8,,
182519,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,69240,Divorced,Star,2907.9,Standard,2015,4,,
850170,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,58173,Married,Star,2908.88,Standard,2016,10,2018,5
142906,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,46781,Married,Star,2911.92,Standard,2013,8,,
871980,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,46781,Married,Star,2911.92,Standard,2014,3,,
856667,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,100255,Divorced,Star,2912.25,Standard,2016,3,,
556626,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,82324,Single,Star,2912.91,Standard,2015,7,,
968447,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,59569,Divorced,Star,2914.96,Standard,2015,11,,
400181,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,95276,Married,Star,2915.61,Standard,2018,7,,
409102,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,95276,Married,Star,2915.61,Standard,2012,8,,
291510,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,92802,Married,Star,2915.65,Standard,2016,2,,
615385,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,94259,Divorced,Star,2916.42,Standard,2016,12,2017,8
232555,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,62242,Married,Star,2919.71,Standard,2015,4,2018,10
152740,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,77288,Married,Star,2921.49,Standard,2017,12,,
652498,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,79075,Married,Star,2924.98,Standard,2017,5,,
922926,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,49217,Single,Star,2926.52,Standard,2014,9,,
908201,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,87289,Married,Star,2927.07,Standard,2018,11,,
565533,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,88142,Married,Star,2927.22,Standard,2016,11,,
615022,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,47165,Married,Star,2927.52,Standard,2013,6,,
778031,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,47165,Married,Star,2927.52,Standard,2017,1,,
977363,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,69951,Married,Star,2927.73,Standard,2017,9,2018,5
618124,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,103965,Married,Star,2929.92,Standard,2015,4,,
494179,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,56539,Married,Star,2930.69,Standard,2015,7,,
963985,Canada,Quebec,Montreal,H4G 3T4,Female,College,,Married,Star,2933.96,Standard,2015,1,,
676631,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,51795,Married,Star,2936.73,Standard,2018,5,,
677213,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,51795,Married,Star,2936.73,Standard,2017,6,,
876755,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,92785,Single,Star,2937.42,Standard,2013,1,,
186807,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,70951,Married,Star,2939.33,Standard,2013,1,2017,7
454690,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,70951,Married,Star,2939.33,Standard,2017,3,,
959478,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,103424,Divorced,Star,2939.94,Standard,2016,7,,
722988,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,79054,Divorced,Star,2941.83,Standard,2013,3,,
970092,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,85764,Married,Star,2944.18,Standard,2015,11,,
383190,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,95770,Married,Star,2944.78,Standard,2015,4,,
313254,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,58372,Married,Star,2945.37,Standard,2015,10,,
673401,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,58372,Married,Star,2945.37,Standard,2014,3,,
144830,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,97333,Divorced,Star,2946,Standard,2012,5,,
727428,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,97333,Divorced,Star,2946,Standard,2018,1,2018,9
174343,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,97230,Single,Star,2946.15,Standard,2013,3,,
339800,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,97230,Single,Star,2946.15,Standard,2016,10,2017,6
362586,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,89419,Divorced,Star,2949.28,Standard,2013,4,,
999731,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,82837,Married,Star,2951.29,Standard,2013,9,2017,12
722518,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,61836,Married,Star,2956.36,Standard,2017,1,,
750457,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,100956,Divorced,Star,2957.1,Standard,2018,5,,
905909,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,100956,Divorced,Star,2957.1,Standard,2015,1,,
156313,Canada,Newfoundland,St. John's,A1C 6H9,Female,Master,128111,Single,Star,2959.95,Standard,2016,10,,
501854,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,2960.03,Standard,2014,5,2018,10
821314,Canada,Quebec,Montreal,H2T 2J6,Male,High School or Below,65752,Married,Star,2961.31,Standard,2017,6,,
160471,Canada,Ontario,Toronto,M2M 7K8,Female,High School or Below,52743,Married,Star,2962.72,Standard,2018,6,,
113442,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,84453,Divorced,Star,2962.98,Standard,2018,9,,
164794,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,57668,Married,Star,2967.67,Standard,2018,6,,
231508,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,57668,Married,Star,2967.67,Standard,2014,2,,
869164,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,48980,Married,Star,2974.31,Standard,2012,8,,
820265,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,58651,Married,Star,2975.26,Standard,2018,8,,
177029,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,90879,Married,Star,2981.55,Standard,2017,10,,
842855,Canada,Alberta,Banff,T4V 1D4,Male,College,,Married,Star,2981.88,Standard,2014,12,,
578114,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,2987.95,Standard,2014,9,,
941127,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Star,2989.91,Standard,2014,4,,
111485,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,90349,Divorced,Star,2989.96,Standard,2015,5,,
280087,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,90349,Divorced,Star,2989.96,Standard,2013,11,,
931183,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Star,2991.7,Standard,2014,3,,
920211,Canada,Ontario,London,M5B 3E4,Male,Bachelor,54234,Married,Star,9976.25,2018 Promotion,2018,2,,
683660,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,69371,Divorced,Star,2996.89,Standard,2015,9,,
989658,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,52808,Married,Star,2999.34,Standard,2015,12,2016,8
793473,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,88282,Married,Star,3000.44,Standard,2017,8,,
379351,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Divorced,Star,3007.39,Standard,2016,7,,
169054,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Single,Star,3008.97,Standard,2012,7,,
456433,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Single,Star,3011.27,Standard,2017,1,,
862258,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,60452,Married,Star,3011.34,Standard,2016,2,,
114927,Canada,British Columbia,Whistler,V6T 1Y8,Male,Doctor,190674,Divorced,Star,3013.44,Standard,2017,4,,
426302,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,89394,Married,Star,3020.42,Standard,2017,8,,
323448,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Star,3021.94,Standard,2015,3,,
707860,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Star,3021.94,Standard,2018,10,,
515605,Canada,Quebec,Tremblant,H5Y 2S9,Male,Doctor,279713,Single,Star,3023.89,Standard,2013,4,2018,1
821820,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,3028.78,Standard,2015,1,,
237751,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,3031.4,Standard,2018,6,,
523296,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Single,Star,3031.4,Standard,2017,8,,
566851,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,85897,Married,Star,3032.82,Standard,2013,11,,
420204,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,86920,Single,Star,3038.83,Standard,2017,10,,
596033,Canada,Alberta,Banff,T4V 1D4,Female,Doctor,94871,Divorced,Star,3041.79,Standard,2015,8,2016,9
107203,Canada,British Columbia,Vancouver,V5R 1W3,Female,Master,94014,Divorced,Star,3044.79,Standard,2016,3,,
309480,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,71012,Married,Star,3045.06,Standard,2018,7,,
499563,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,,Married,Star,10013.78,2018 Promotion,2018,4,2018,12
171788,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,103061,Divorced,Star,10090.41,2018 Promotion,2018,2,,
383701,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,62937,Married,Star,3055.7,Standard,2017,9,,
678341,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,57018,Married,Star,3056.22,Standard,2017,6,,
279821,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,79531,Married,Star,3059.28,Standard,2012,12,,
202784,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Star,3059.43,Standard,2012,9,,
765542,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,96566,Single,Star,3061.8,Standard,2018,10,,
646023,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,48726,Married,Star,3065.37,Standard,2018,10,,
470952,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Star,3074.11,Standard,2018,5,,
790240,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Single,Star,3074.11,Standard,2015,8,,
881871,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,86011,Married,Star,3086.01,Standard,2018,12,,
229612,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,81366,Married,Star,3087.43,Standard,2012,8,,
852571,Canada,Ontario,Toronto,M2M 7K8,Male,Doctor,155273,Married,Star,3088,Standard,2013,12,,
137161,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,64526,Single,Star,10145.44,2018 Promotion,2018,3,,
608493,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Star,3095.71,Standard,2013,4,,
360240,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,56358,Divorced,Star,3095.8,Standard,2018,1,,
199509,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,47715,Divorced,Star,3096.51,Standard,2015,8,,
279883,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47715,Divorced,Star,3096.51,Standard,2018,10,,
292497,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,47715,Divorced,Star,3096.51,Standard,2015,11,,
816330,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,47715,Divorced,Star,3096.51,Standard,2018,8,,
876426,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,47715,Divorced,Star,3096.51,Standard,2013,10,,
278213,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Star,3097.92,Standard,2017,11,,
653400,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,47445,Married,Star,3102.79,Standard,2016,5,2018,8
285776,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,55206,Married,Star,3103,Standard,2018,7,,
400470,Canada,Alberta,Edmonton,T3G 6Y6,Male,College,,Married,Star,3107.57,Standard,2015,1,,
690641,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,71728,Single,Star,3115.7,Standard,2012,6,,
655325,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,48743,Married,Star,3118.98,Standard,2013,2,,
459835,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,65025,Single,Star,10477.68,2018 Promotion,2018,2,2018,10
567082,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Married,Star,3123.08,Standard,2015,12,2016,8
647005,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Married,Star,3123.08,Standard,2017,7,2018,3
736258,Canada,Ontario,Toronto,P1L 8X8,Male,College,,Married,Star,3123.08,Standard,2018,10,,
966227,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Star,3123.08,Standard,2018,5,,
871022,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,68938,Single,Star,10737.68,2018 Promotion,2018,3,,
346163,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,57159,Divorced,Star,3126.27,Standard,2013,10,,
966059,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,67072,Married,Star,3129.11,Standard,2013,5,,
369853,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Star,3133.02,Standard,2018,1,,
267944,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,,Single,Star,3135.58,Standard,2013,12,,
207110,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,68152,Married,Star,3136.43,Standard,2017,3,,
348463,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,68152,Married,Star,3136.43,Standard,2012,9,,
764634,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,63737,Married,Star,3141.25,Standard,2015,9,,
453349,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,75891,Married,Star,3142.81,Standard,2012,8,,
457489,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,58766,Married,Star,3155.46,Standard,2014,1,,
864806,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,58766,Married,Star,3155.46,Standard,2014,7,,
340307,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,66046,Single,Star,3157.55,Standard,2013,10,,
922634,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,74530,Married,Star,3157.74,Standard,2015,5,,
458963,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,103081,Married,Star,3163.28,Standard,2012,11,,
599746,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,3167.66,Standard,2012,11,,
631704,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Single,Star,3167.66,Standard,2014,6,,
254161,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,77010,Divorced,Star,3167.89,Standard,2013,10,2014,9
948051,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,77010,Divorced,Star,3167.89,Standard,2018,6,,
113804,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Married,Star,3173.03,Standard,2016,11,,
336076,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,80013,Married,Star,3179.47,Standard,2018,11,,
607275,Canada,Ontario,Trenton,K8V 4B2,Female,High School or Below,46395,Single,Star,3185.17,Standard,2013,5,,
836374,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,46395,Single,Star,3185.17,Standard,2015,5,,
408259,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Star,3189.67,Standard,2017,3,,
812617,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,70435,Single,Star,3193.46,Standard,2018,9,,
617079,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,77872,Married,Star,3196.58,Standard,2016,8,,
675204,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Single,Star,3199.7,Standard,2016,3,,
375768,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Married,Star,3199.75,Standard,2014,3,,
870169,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,17682,Divorced,Star,10972.07,2018 Promotion,2018,4,,
282041,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Star,3200.8,Standard,2013,10,,
585947,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,49977,Married,Star,3207.47,Standard,2013,12,,
775562,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,70226,Married,Star,3208.23,Standard,2015,3,2017,4
224530,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,61275,Married,Star,3208.92,Standard,2018,12,,
686561,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,102682,Married,Star,10986.23,2018 Promotion,2018,3,2018,11
871455,Canada,Alberta,Calgary,T3E 2V9,Male,Doctor,126281,Divorced,Star,3211.07,Standard,2017,6,2017,6
758262,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,49608,Married,Star,3215.2,Standard,2016,11,,
287097,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,82234,Married,Star,3218.61,Standard,2016,7,,
751594,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,3223.22,Standard,2017,3,,
198645,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,83332,Married,Star,3223.33,Standard,2015,2,,
948662,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,53571,Married,Star,3225.4,Standard,2013,10,,
564138,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,77914,Divorced,Star,3230.58,Standard,2012,7,,
668253,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,77914,Divorced,Star,3230.58,Standard,2013,4,,
746837,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,77914,Divorced,Star,3230.58,Standard,2012,12,,
983855,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,77914,Divorced,Star,3230.58,Standard,2018,6,,
422121,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,3233.26,Standard,2016,3,,
135076,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,87293,Married,Star,3235.36,Standard,2016,10,,
602014,Canada,British Columbia,Whistler,V6T 1Y8,Male,Doctor,274634,Divorced,Star,3237.5,Standard,2012,10,,
520821,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,75990,Married,Star,3238,Standard,2017,1,,
711853,Canada,Ontario,Toronto,M2P 4F6,Male,College,,Married,Star,11039.32,2018 Promotion,2018,3,,
562737,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Doctor,123647,Single,Star,3239.12,Standard,2016,5,,
900151,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,97176,Divorced,Star,3241.59,Standard,2016,3,,
693494,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,56567,Single,Star,3241.84,Standard,2018,1,,
176278,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,81741,Divorced,Star,3244.82,Standard,2014,6,,
632103,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,70530,Married,Star,3259.89,Standard,2013,6,,
606877,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Divorced,Star,3261.02,Standard,2016,2,,
174743,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,50800,Divorced,Star,3265.16,Standard,2015,6,,
581396,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,50800,Divorced,Star,3265.16,Standard,2017,4,,
740349,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,50800,Divorced,Star,3265.16,Standard,2016,3,2016,11
183052,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,52929,Single,Star,3267.71,Standard,2016,3,,
725326,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Star,3272.01,Standard,2012,7,,
147754,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,93278,Married,Star,3274.04,Standard,2016,10,,
564111,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,55093,Married,Star,3274.19,Standard,2016,1,,
682826,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,83310,Single,Star,3278.53,Standard,2014,7,,
461012,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,78224,Married,Star,3280.46,Standard,2016,11,,
638506,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,78224,Married,Star,3280.46,Standard,2016,6,,
605907,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,76495,Married,Star,3286.17,Standard,2015,11,,
609009,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,76495,Married,Star,3286.17,Standard,2016,10,,
747681,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,54376,Married,Star,3286.44,Standard,2014,6,,
199073,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,55648,Single,Star,3288.83,Standard,2017,1,,
998465,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,47966,Married,Star,3289.13,Standard,2017,5,,
240442,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Star,3293.25,Standard,2012,8,,
631869,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,3297.9,Standard,2014,8,,
816763,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Star,3297.9,Standard,2013,6,,
376862,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,75513,Divorced,Star,3300.61,Standard,2015,4,,
845699,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,3300.68,Standard,2015,2,,
604019,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Married,Star,3301.52,Standard,2015,9,,
688615,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Star,3301.52,Standard,2018,6,,
912957,Canada,Newfoundland,St. John's,A1C 6H9,Male,Master,114637,Single,Star,3304.76,Standard,2012,10,,
342044,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,90298,Divorced,Star,3308,Standard,2013,7,,
802974,Canada,Ontario,Ottawa,K1F 2R2,Female,Master,80838,Divorced,Star,11790.5,2018 Promotion,2018,4,,
253282,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,78434,Married,Star,3314.55,Standard,2014,2,2018,1
858674,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,86160,Married,Star,3317.9,Standard,2015,2,,
850721,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,83429,Married,Star,3323.09,Standard,2017,8,,
793662,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Doctor,81863,Married,Star,3323.86,Standard,2015,10,,
436719,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Married,Star,3324.55,Standard,2017,3,,
629966,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,87195,Married,Star,3329.89,Standard,2018,9,,
194657,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,65526,Married,Star,3330.67,Standard,2018,6,,
470323,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,76256,Married,Star,3337.98,Standard,2015,9,,
896331,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,60314,Single,Star,3339.3,Standard,2012,8,,
709747,Canada,Alberta,Banff,T4V 1D4,Female,College,,Single,Star,3339.76,Standard,2014,5,,
690970,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,69249,Married,Star,3339.85,Standard,2017,1,,
710145,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Star,3341.68,Standard,2018,9,,
358794,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Married,Star,3342.18,Standard,2014,9,,
504638,Canada,Alberta,Banff,T4V 1D4,Female,College,,Married,Star,3343.88,Standard,2015,2,2018,10
937312,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Married,Star,3343.88,Standard,2012,7,,
957557,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,61758,Divorced,Star,3343.93,Standard,2013,1,,
393565,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,56232,Married,Star,3344.81,Standard,2013,4,,
744731,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,56232,Married,Star,3344.81,Standard,2014,5,2014,7
